id,legacy_access_id,shift_date,shift_label,scheduled_start_at,scheduled_end_at,check_in_at,check_out_at,assigned_staff_member_id,replacement_staff_member_id,shift_status,punctuality_status,checkout_status,is_justified,justification_notes,notes
ba015495-0e02-a918-b55e-35bd47134470,12,2019-01-03,1,2019-01-03T09:00:00,2019-01-03T12:30:00,2019-01-03T09:00:00,2019-01-03T12:30:00,1a969ca7-c135-6f5a-e6ea-c6dfba748c35,,completed,Puntual,Puntual,false,,
bff1e434-5aae-0dee-35ba-47f2707d5866,13,2019-01-03,2,2019-01-03T12:30:00,2019-01-03T16:00:00,2019-01-03T12:30:00,2019-01-03T16:00:00,49949a77-73fe-1580-1697-5adc1c8f6459,,completed,Puntual,Puntual,false,,
6ce617fe-c2d5-4545-4e76-36cea57480e2,14,2019-01-03,3,2019-01-03T16:00:00,2019-01-03T19:30:00,2019-01-03T16:00:00,2019-01-03T19:30:00,b6be7f73-258e-aa7c-349e-244980f88494,,completed,Puntual,Puntual,false,,
56199799-f98f-63ce-df85-892365aeb3ca,15,2019-01-04,1,2019-01-04T09:00:00,2019-01-04T12:30:00,2019-01-04T09:00:00,2019-01-04T12:30:00,8cac2936-5acf-676d-3093-5740fb188295,,completed,Puntual,Puntual,false,,
daa424a5-0b90-4a28-22a7-461e22a44819,16,2019-01-04,2,2019-01-04T12:30:00,2019-01-04T16:00:00,2019-01-04T12:30:00,2019-01-04T16:00:00,a5928ad9-1175-3e08-ef52-d85cfec50cc2,,completed,Puntual,Puntual,false,,
ab96d39a-a84f-241e-6355-c49bd0e58abe,17,2019-01-04,3,2019-01-04T16:00:00,2019-01-04T19:30:00,2019-01-04T16:00:00,2019-01-04T19:30:00,8a984ad2-96b3-feee-7d3c-60622c01ea98,,completed,Puntual,Puntual,false,,
62dee99c-6546-0d2c-3ff3-7762229a1ccd,18,2019-01-05,1,2019-01-05T09:30:00,2019-01-05T14:00:00,2019-01-05T09:30:00,2019-01-05T14:00:00,131f7c2b-d57b-5d64-96f4-122592720b65,,completed,Puntual,Puntual,false,,
fe6f8889-3e45-07b2-0afb-2b67890cedf4,19,2019-01-05,2,2019-01-05T14:00:00,2019-01-05T18:00:00,2019-01-05T14:00:00,2019-01-05T18:00:00,dee9e329-c74b-67ee-6ae0-ed82176b81e7,,completed,Puntual,Puntual,false,,
3db0d443-9a30-7a01-f49c-eb3eb2095719,20,2019-01-07,1,2019-01-07T09:00:00,2019-01-07T12:30:00,2019-01-07T09:00:00,2019-01-07T12:30:00,4b4bef1f-f010-66cb-e427-8abdc890c4cf,,completed,Puntual,Puntual,false,,
8f4ece85-6c56-e45c-d938-0ab4b9122388,21,2019-01-07,2,2019-01-07T12:30:00,2019-01-07T16:00:00,2019-01-07T12:30:00,2019-01-07T16:00:00,8a984ad2-96b3-feee-7d3c-60622c01ea98,,completed,Puntual,Puntual,false,,
ca84bd05-3670-99bb-ec2a-07b4cd49c440,22,2019-01-07,3,2019-01-07T16:00:00,2019-01-07T19:30:00,2019-01-07T16:00:00,2019-01-07T19:30:00,8cac2936-5acf-676d-3093-5740fb188295,,completed,Puntual,Puntual,false,,
38c891bc-8f49-92e1-e9ec-a660df4478c1,23,2019-01-08,1,2019-01-08T09:00:00,2019-01-08T12:30:00,2019-01-08T09:00:00,2019-01-08T12:30:00,49949a77-73fe-1580-1697-5adc1c8f6459,,completed,Puntual,Puntual,false,,
ad664f4d-b9c0-54e5-30d4-c39e3343d520,24,2019-01-08,2,2019-01-08T12:30:00,2019-01-08T16:00:00,2019-01-08T12:30:00,2019-01-08T16:00:00,b6be7f73-258e-aa7c-349e-244980f88494,,completed,Puntual,Puntual,false,,
6f3b1f80-6d77-77fd-6a41-99f06d4f243f,25,2019-01-08,3,2019-01-08T16:00:00,2019-01-08T19:30:00,2019-01-08T16:00:00,2019-01-08T19:30:00,a5928ad9-1175-3e08-ef52-d85cfec50cc2,,completed,Puntual,Puntual,false,,
4648f7ca-b021-ca07-0971-4bff33bd99d7,26,2019-01-09,1,2019-01-09T09:00:00,2019-01-09T12:30:00,2019-01-09T09:00:00,2019-01-09T12:30:00,892538fa-790f-e5d1-a0a3-8287e00d85a7,,completed,Puntual,Puntual,false,,
7fa8942c-166d-b359-9dea-5599402a5059,27,2019-01-09,2,2019-01-09T12:30:00,2019-01-09T16:00:00,2019-01-09T12:30:00,2019-01-09T16:00:00,409b6a43-16d6-8ac9-4d26-07e4371968e5,,completed,Puntual,Puntual,false,,
34ad6496-9df0-532d-94e1-af110833bf34,28,2019-01-09,3,2019-01-09T16:00:00,2019-01-09T19:30:00,2019-01-09T16:00:00,2019-01-09T19:30:00,dee9e329-c74b-67ee-6ae0-ed82176b81e7,,completed,Puntual,Puntual,false,,
5befed2f-20aa-43f7-dfa9-84d99db3c9d6,29,2019-01-10,1,2019-01-10T09:00:00,2019-01-10T12:30:00,2019-01-10T09:00:00,2019-01-10T12:30:00,8c3af378-3855-108e-14fa-d2f8c61027d7,,completed,Puntual,Puntual,false,,
5ed5c68d-51dc-7235-132f-02e72071fa78,30,2019-01-10,2,2019-01-10T12:30:00,2019-01-10T16:00:00,2019-01-10T12:30:00,2019-01-10T16:00:00,b6bf1598-8a10-2e5b-9293-82df987eb569,,completed,Puntual,Puntual,false,,
99bc98ed-24f3-766b-56e2-f9f975789f73,31,2019-01-10,3,2019-01-10T16:00:00,2019-01-10T19:30:00,2019-01-10T16:00:00,2019-01-10T19:30:00,,,completed,Puntual,Puntual,false,,
5712c3e3-0128-a8db-34a1-87bfc4352960,32,2019-01-11,1,2019-01-11T09:00:00,2019-01-11T12:30:00,2019-01-11T09:00:00,2019-01-11T12:30:00,,,completed,Puntual,Puntual,false,,
299b4cc3-18c3-2eb7-221d-6714d68bd0ec,33,2019-01-11,2,2019-01-11T12:30:00,2019-01-11T16:00:00,2019-01-11T12:30:00,2019-01-11T16:00:00,1a969ca7-c135-6f5a-e6ea-c6dfba748c35,,completed,Puntual,Puntual,false,,
003f2c72-b3b7-21e1-c144-a2678bdd92f4,34,2019-01-11,3,2019-01-11T16:00:00,2019-01-11T19:30:00,2019-01-11T16:00:00,2019-01-11T19:30:00,131f7c2b-d57b-5d64-96f4-122592720b65,,completed,Puntual,Puntual,false,,
0de8aeb3-4123-187a-a7cf-50bd3064bf84,35,2019-01-12,1,2019-01-12T09:30:00,2019-01-12T14:00:00,2019-01-12T09:30:00,2019-01-12T14:00:00,6f4fe703-42bf-049e-7a84-9e5a8e6aaeb1,,completed,Puntual,Puntual,false,,
92bbc9fe-673a-fb9f-4d21-d5876d638dc2,36,2019-01-12,2,2019-01-12T14:00:00,2019-01-12T18:00:00,2019-01-12T14:00:00,2019-01-12T18:00:00,4b4bef1f-f010-66cb-e427-8abdc890c4cf,,completed,Puntual,Puntual,false,,
d092ae40-0597-06f4-7a58-3c4d0a11fbb4,37,2019-01-14,1,2019-01-14T09:00:00,2019-01-14T12:30:00,2019-01-14T09:00:00,2019-01-14T12:30:00,1a969ca7-c135-6f5a-e6ea-c6dfba748c35,,completed,Puntual,Puntual,false,,
92e102c8-4a5c-cc10-25e2-b2f653d8e4a1,38,2019-01-14,2,2019-01-14T12:30:00,2019-01-14T16:00:00,2019-01-14T12:30:00,2019-01-14T16:00:00,f573fc95-5909-2a80-c77c-033ca53ccb0f,,completed,Puntual,Puntual,false,,
4d368e77-7019-6d51-285b-8dea07cc6cc3,39,2019-01-14,3,2019-01-14T16:00:00,2019-01-14T19:30:00,2019-01-14T16:00:00,2019-01-14T19:30:00,b6bf1598-8a10-2e5b-9293-82df987eb569,,completed,Puntual,Puntual,false,,
a865417f-2519-35a5-40ef-64a9633e9b45,40,2019-01-15,1,2019-01-15T09:00:00,2019-01-15T12:30:00,2019-01-15T09:00:00,2019-01-15T12:30:00,131f7c2b-d57b-5d64-96f4-122592720b65,,completed,Puntual,Puntual,false,,
45f0db8e-88bc-5107-6ac4-cd09004bd3ca,41,2019-01-15,2,2019-01-15T12:30:00,2019-01-15T16:00:00,2019-01-15T12:30:00,2019-01-15T16:00:00,8cac2936-5acf-676d-3093-5740fb188295,,completed,Puntual,Puntual,false,,
45e8bd1c-dee0-9623-0589-355edb3d9f2c,42,2019-01-15,3,2019-01-15T16:00:00,2019-01-15T19:30:00,2019-01-15T16:00:00,2019-01-15T19:30:00,8b76b7d6-38bd-ca7b-a374-cf79bc6ac00c,,completed,Puntual,Puntual,false,,
83fc70f1-151a-7201-9393-cf93d7441e04,43,2019-01-16,1,2019-01-16T09:00:00,2019-01-16T12:30:00,2019-01-16T09:00:00,2019-01-16T12:30:00,8a984ad2-96b3-feee-7d3c-60622c01ea98,,completed,Puntual,Puntual,false,,
bebf1db0-ec9b-598e-97f5-6c111443f7eb,44,2019-01-16,2,2019-01-16T12:30:00,2019-01-16T16:00:00,2019-01-16T12:30:00,2019-01-16T16:00:00,145a7cf1-943d-c1fc-c0cb-b55974ad651e,,completed,Puntual,Puntual,false,,
7106ce5e-219f-d97e-9ce3-3cb501e04e14,45,2019-01-16,3,2019-01-16T16:00:00,2019-01-16T19:30:00,2019-01-16T16:00:00,2019-01-16T19:30:00,49949a77-73fe-1580-1697-5adc1c8f6459,,completed,Puntual,Puntual,false,,
21920466-a40e-ac96-719c-c0defaf1ddce,46,2019-01-17,1,2019-01-17T09:00:00,2019-01-17T12:30:00,2019-01-17T09:00:00,2019-01-17T12:30:00,a5928ad9-1175-3e08-ef52-d85cfec50cc2,,completed,Puntual,Puntual,false,,
a20298e4-52a0-df1b-6af0-354ad04bc02c,47,2019-01-17,2,2019-01-17T12:30:00,2019-01-17T16:00:00,2019-01-17T12:30:00,2019-01-17T16:00:00,dee9e329-c74b-67ee-6ae0-ed82176b81e7,,completed,Puntual,Puntual,false,,
ead62233-51b9-cba6-2f15-f6680fa37ca2,48,2019-01-17,3,2019-01-17T16:00:00,2019-01-17T19:30:00,2019-01-17T16:00:00,2019-01-17T19:30:00,97e743c5-7926-bb16-9814-7c449bea537a,,completed,Puntual,Puntual,false,,
99389c57-d08a-0602-f498-0e28acce0a59,49,2019-01-18,1,2019-01-18T09:00:00,2019-01-18T12:30:00,2019-01-18T09:00:00,2019-01-18T12:30:00,b6be7f73-258e-aa7c-349e-244980f88494,,completed,Puntual,Puntual,false,,
f17e3621-42ce-5a3e-a4e5-a86bc7d40703,50,2019-01-18,2,2019-01-18T12:30:00,2019-01-18T16:00:00,2019-01-18T12:30:00,2019-01-18T16:00:00,6997ed21-86a2-4479-1d2b-2e13e3dbb3c7,,completed,Puntual,Puntual,false,,
39321e46-399e-6bd1-2bd8-cf63e92b01d3,51,2019-01-18,3,2019-01-18T16:00:00,2019-01-18T19:30:00,2019-01-18T16:00:00,2019-01-18T19:30:00,4b4bef1f-f010-66cb-e427-8abdc890c4cf,,completed,Puntual,Puntual,false,,
f4ed9964-c862-9085-bcad-5caccdf2ce37,52,2019-01-19,1,2019-01-19T09:30:00,2019-01-19T14:00:00,2019-01-19T09:30:00,2019-01-19T14:00:00,145a7cf1-943d-c1fc-c0cb-b55974ad651e,,completed,Puntual,Puntual,false,,
46542851-46b5-0135-244e-1e4d14feadb9,53,2019-01-19,2,2019-01-19T14:00:00,2019-01-19T18:00:00,2019-01-19T14:00:00,2019-01-19T18:00:00,a5928ad9-1175-3e08-ef52-d85cfec50cc2,,completed,Puntual,Puntual,false,,
af31e58d-547e-b06b-0d3e-36ec474a60b4,54,2019-01-21,1,2019-01-21T09:00:00,2019-01-21T12:30:00,2019-01-21T09:00:00,2019-01-21T12:30:00,4b4bef1f-f010-66cb-e427-8abdc890c4cf,,completed,Puntual,Puntual,false,,
15f7d959-4c7b-f3b9-629b-06a12512fa43,55,2019-01-21,2,2019-01-21T12:30:00,2019-01-21T16:00:00,2019-01-21T12:30:00,2019-01-21T16:00:00,dee9e329-c74b-67ee-6ae0-ed82176b81e7,,completed,Puntual,Puntual,false,,
b6a2bc1e-650b-559f-37b9-678a59cd1b94,56,2019-01-21,3,2019-01-21T16:00:00,2019-01-21T19:30:00,2019-01-21T16:00:00,2019-01-21T19:30:00,,,completed,Puntual,Puntual,false,,
07acfaea-6f96-43a1-d66b-90c3594a6f2b,57,2019-01-22,1,2019-01-22T09:00:00,2019-01-22T12:30:00,2019-01-22T09:00:00,2019-01-22T12:30:00,a5928ad9-1175-3e08-ef52-d85cfec50cc2,,completed,Puntual,Puntual,false,,
21730707-2fcb-43d7-f2e5-5a126e88ee44,58,2019-01-22,2,2019-01-22T12:30:00,2019-01-22T16:00:00,2019-01-22T12:30:00,2019-01-22T16:00:00,131f7c2b-d57b-5d64-96f4-122592720b65,,completed,Puntual,Puntual,false,,
fcc17f0a-5551-75c0-8ab7-0a8a1cf852ab,59,2019-01-22,3,2019-01-22T16:00:00,2019-01-22T19:30:00,2019-01-22T16:00:00,2019-01-22T19:30:00,49949a77-73fe-1580-1697-5adc1c8f6459,,completed,Puntual,Puntual,false,,
21d05dc5-d453-4339-a608-37dcc3cee61a,60,2019-01-23,1,2019-01-23T09:00:00,2019-01-23T12:30:00,2019-01-23T09:00:00,2019-01-23T12:30:00,8a984ad2-96b3-feee-7d3c-60622c01ea98,,completed,Puntual,Puntual,false,,
35be92c3-fb1c-7a38-285c-688873118356,61,2019-01-23,2,2019-01-23T12:30:00,2019-01-23T16:00:00,2019-01-23T12:30:00,2019-01-23T16:00:00,892538fa-790f-e5d1-a0a3-8287e00d85a7,,completed,Puntual,Puntual,false,,
bf476e34-8142-c7af-664b-239cab83e64b,62,2019-01-23,3,2019-01-23T16:00:00,2019-01-23T19:30:00,2019-01-23T16:00:00,2019-01-23T19:30:00,97e743c5-7926-bb16-9814-7c449bea537a,,completed,Puntual,Puntual,false,,
5ed4def1-44a2-e2f0-75aa-3f0825f90f09,63,2019-01-24,1,2019-01-24T09:00:00,2019-01-24T12:30:00,2019-01-24T09:00:00,2019-01-24T12:30:00,1a969ca7-c135-6f5a-e6ea-c6dfba748c35,,completed,Puntual,Puntual,false,,
e7b244e9-ae6a-f07c-b47f-b6e381874220,64,2019-01-24,2,2019-01-24T12:30:00,2019-01-24T16:00:00,2019-01-24T12:30:00,2019-01-24T16:00:00,,,completed,Puntual,Puntual,false,,
a8ef246e-90e3-7438-1c94-47f7c9f7828a,65,2019-01-24,3,2019-01-24T16:00:00,2019-01-24T19:30:00,2019-01-24T16:00:00,2019-01-24T19:30:00,b6be7f73-258e-aa7c-349e-244980f88494,,completed,Puntual,Puntual,false,,
fafb37dd-8681-260b-33a9-64e4f14cc3ae,66,2019-01-25,1,2019-01-25T09:00:00,2019-01-25T12:30:00,2019-01-25T09:00:00,2019-01-25T12:30:00,4b4bef1f-f010-66cb-e427-8abdc890c4cf,,completed,Puntual,Puntual,false,,
f44c3266-8a4e-6adf-e678-01e55eafec21,67,2019-01-25,2,2019-01-25T12:30:00,2019-01-25T16:00:00,2019-01-25T12:30:00,2019-01-25T16:00:00,99f95efc-be61-ffba-637e-384d5d46c51f,,completed,Puntual,Puntual,false,,
159238b7-4513-ab64-3d97-c5902b15f682,68,2019-01-25,3,2019-01-25T16:00:00,2019-01-25T19:30:00,2019-01-25T16:00:00,2019-01-25T19:30:00,b6bf1598-8a10-2e5b-9293-82df987eb569,,completed,Puntual,Puntual,false,,
b7f221aa-a8dd-38f4-a5bf-eaf647bdd4eb,69,2019-01-26,1,2019-01-26T09:30:00,2019-01-26T14:00:00,2019-01-26T09:30:00,2019-01-26T14:00:00,8c3af378-3855-108e-14fa-d2f8c61027d7,,completed,Puntual,Puntual,false,,
60a7a6b2-ebcd-b19b-dca3-aa73c59b022a,70,2019-01-26,2,2019-01-26T14:00:00,2019-01-26T18:00:00,2019-01-26T14:00:00,2019-01-26T18:00:00,8cac2936-5acf-676d-3093-5740fb188295,,completed,Puntual,Puntual,false,,
344d36d0-1c7f-38c4-7abf-bddd5292d90e,71,2019-01-28,1,2019-01-28T09:00:00,2019-01-28T12:30:00,2019-01-28T09:00:00,2019-01-28T12:30:00,131f7c2b-d57b-5d64-96f4-122592720b65,,completed,Puntual,Puntual,false,,
9d39202d-bc1e-c62f-09c2-53cdeaa11ed9,72,2019-01-28,2,2019-01-28T12:30:00,2019-01-28T16:00:00,2019-01-28T12:30:00,2019-01-28T16:00:00,1a969ca7-c135-6f5a-e6ea-c6dfba748c35,,completed,Puntual,Puntual,false,,
a1becaea-22f6-bdaf-48dd-6a1d807de1ca,73,2019-01-28,3,2019-01-28T16:00:00,2019-01-28T19:30:00,2019-01-28T16:00:00,2019-01-28T19:30:00,8b76b7d6-38bd-ca7b-a374-cf79bc6ac00c,,completed,Puntual,Puntual,false,,
9829e180-6f4e-c2c9-a723-74d7b58af375,74,2019-01-29,1,2019-01-29T09:00:00,2019-01-29T12:30:00,2019-01-29T09:00:00,2019-01-29T12:30:00,b6be7f73-258e-aa7c-349e-244980f88494,,completed,Puntual,Puntual,false,,
43f4cadb-c5c3-f466-51c2-58332cbf5343,75,2019-01-29,2,2019-01-29T12:30:00,2019-01-29T16:00:00,2019-01-29T12:30:00,2019-01-29T16:00:00,4b4bef1f-f010-66cb-e427-8abdc890c4cf,,completed,Puntual,Puntual,false,,
b07da199-1453-5bc8-724d-d8c2fa737d42,76,2019-01-29,3,2019-01-29T16:00:00,2019-01-29T19:30:00,2019-01-29T16:00:00,2019-01-29T19:30:00,145a7cf1-943d-c1fc-c0cb-b55974ad651e,,completed,Puntual,Puntual,false,,
a4a1f3c8-4368-45c9-8773-416c6ebb7fc3,77,2019-01-30,1,2019-01-30T09:00:00,2019-01-30T12:30:00,2019-01-30T09:00:00,2019-01-30T12:30:00,49949a77-73fe-1580-1697-5adc1c8f6459,,completed,Puntual,Puntual,false,,
37844a40-a38f-8c4d-081a-add0fcf3b776,78,2019-01-30,2,2019-01-30T12:30:00,2019-01-30T16:00:00,2019-01-30T12:30:00,2019-01-30T16:00:00,a5928ad9-1175-3e08-ef52-d85cfec50cc2,,completed,Puntual,Puntual,false,,
ec3e754c-5230-81a3-08f6-694f46e92c04,79,2019-01-30,3,2019-01-30T16:00:00,2019-01-30T19:30:00,2019-01-30T16:00:00,2019-01-30T19:30:00,dee9e329-c74b-67ee-6ae0-ed82176b81e7,,completed,Puntual,Puntual,false,,
56080517-d0be-6510-b080-5714ab772cb2,80,2019-01-31,1,2019-01-31T09:00:00,2019-01-31T12:30:00,2019-01-31T09:00:00,2019-01-31T12:30:00,,,completed,Puntual,Puntual,false,,
ca1e9ac6-5b56-5d10-2641-a9896ed928c7,81,2019-01-31,2,2019-01-31T12:30:00,2019-01-31T16:00:00,2019-01-31T12:30:00,2019-01-31T16:00:00,8a984ad2-96b3-feee-7d3c-60622c01ea98,,completed,Puntual,Puntual,false,,
7b99dfcf-6593-63ea-3ec2-249b471dfb5a,82,2019-01-31,3,2019-01-31T16:00:00,2019-01-31T19:30:00,2019-01-31T16:00:00,2019-01-31T19:30:00,8cac2936-5acf-676d-3093-5740fb188295,,completed,Puntual,Puntual,false,,
2a410de2-65fe-8dca-93ec-d3ec584c160d,83,2019-02-01,1,2019-02-01T09:00:00,2019-02-01T12:30:00,2019-02-01T09:00:00,2019-02-01T12:30:00,892538fa-790f-e5d1-a0a3-8287e00d85a7,,completed,Puntual,Puntual,false,,
f6f0430d-a681-1449-68fc-9acfef77c237,84,2019-02-01,2,2019-02-01T12:30:00,2019-02-01T16:00:00,2019-02-01T12:30:00,2019-02-01T16:00:00,136b73c5-f912-b317-f8f1-ab61881a4e92,,completed,Puntual,Puntual,false,,
3893d71c-e877-b252-e3d6-a4dfa6f4837b,85,2019-02-01,3,2019-02-01T16:00:00,2019-02-01T19:30:00,2019-02-01T16:00:00,2019-02-01T19:30:00,,,completed,Puntual,Puntual,false,,
8bf8158c-68f3-7a52-2f29-c39d24751125,86,2019-02-02,1,2019-02-02T09:30:00,2019-02-02T14:00:00,2019-02-02T09:30:00,2019-02-02T14:00:00,b6bf1598-8a10-2e5b-9293-82df987eb569,,completed,Puntual,Puntual,false,,
850683a6-f30b-5230-7098-039a2831eb31,87,2019-02-02,2,2019-02-02T14:00:00,2019-02-02T18:00:00,2019-02-02T14:00:00,2019-02-02T18:00:00,46dac12c-e5d3-ef9a-4b45-a5743bce1cd6,,completed,Puntual,Puntual,false,,
e3999b5c-352c-c246-914c-e4300045d60e,88,2019-02-05,1,2019-02-05T09:00:00,2019-02-05T12:30:00,2019-02-05T09:00:00,2019-02-05T12:30:00,892538fa-790f-e5d1-a0a3-8287e00d85a7,,completed,Puntual,Puntual,false,,
0910fa0f-a3f4-0e3d-4e24-2c4d7d4091e6,89,2019-02-05,2,2019-02-05T12:30:00,2019-02-05T16:00:00,2019-02-05T12:30:00,2019-02-05T16:00:00,97e743c5-7926-bb16-9814-7c449bea537a,,completed,Puntual,Puntual,false,,
00b76f71-5f28-c7fe-a325-26ea7d04a6ca,90,2019-02-05,3,2019-02-05T16:00:00,2019-02-05T19:30:00,2019-02-05T16:00:00,2019-02-05T19:30:00,1a969ca7-c135-6f5a-e6ea-c6dfba748c35,,completed,Puntual,Puntual,false,,
993193c1-7a6b-1bb0-b87d-5403766f9995,91,2019-02-06,1,2019-02-06T09:00:00,2019-02-06T12:30:00,2019-02-06T09:00:00,2019-02-06T12:30:00,f573fc95-5909-2a80-c77c-033ca53ccb0f,,completed,Puntual,Puntual,false,,
f18ddd70-887f-a90d-fbe0-91f82e9230d7,92,2019-02-06,2,2019-02-06T12:30:00,2019-02-06T16:00:00,2019-02-06T12:30:00,2019-02-06T16:00:00,b6be7f73-258e-aa7c-349e-244980f88494,,completed,Puntual,Puntual,false,,
0789c5a5-9e80-c784-855a-b221c3a31be8,93,2019-02-06,3,2019-02-06T16:00:00,2019-02-06T19:30:00,2019-02-06T16:00:00,2019-02-06T19:30:00,4b4bef1f-f010-66cb-e427-8abdc890c4cf,,completed,Puntual,Puntual,false,,
24812b12-14e6-6b07-79a7-4b49da49843e,94,2019-02-07,1,2019-02-07T09:00:00,2019-02-07T12:30:00,2019-02-07T09:00:00,2019-02-07T12:30:00,dee9e329-c74b-67ee-6ae0-ed82176b81e7,,completed,Puntual,Puntual,false,,
0c3eea0a-c31f-7e45-1ea5-172f9b189261,95,2019-02-07,2,2019-02-07T12:30:00,2019-02-07T16:00:00,2019-02-07T12:30:00,2019-02-07T16:00:00,131f7c2b-d57b-5d64-96f4-122592720b65,,completed,Puntual,Puntual,false,,
f05bea63-e71c-d7cc-f640-0e66673e0cbc,96,2019-02-07,3,2019-02-07T16:00:00,2019-02-07T19:30:00,2019-02-07T16:00:00,2019-02-07T19:30:00,a5928ad9-1175-3e08-ef52-d85cfec50cc2,,completed,Puntual,Puntual,false,,
fc901f82-0eff-2bd9-4ff8-cdc8068b6fd7,97,2019-02-08,1,2019-02-08T09:00:00,2019-02-08T12:30:00,2019-02-08T09:00:00,2019-02-08T12:30:00,0caa2be7-c1ad-f9b3-a9ee-7409a0b1b287,,completed,Puntual,Puntual,false,,
d351b026-e0f0-0f8c-34f7-8ddd35d1bfdb,98,2019-02-08,2,2019-02-08T12:30:00,2019-02-08T16:00:00,2019-02-08T12:30:00,2019-02-08T16:00:00,,,completed,Puntual,Puntual,false,,
563bc397-e5e7-84bb-2780-111ff80d6207,99,2019-02-08,3,2019-02-08T16:00:00,2019-02-08T19:30:00,2019-02-08T16:00:00,2019-02-08T19:30:00,8a984ad2-96b3-feee-7d3c-60622c01ea98,,completed,Puntual,Puntual,false,,
8dfc5ce5-12d1-3787-e48a-638668c60f81,100,2019-02-09,1,2019-02-09T09:30:00,2019-02-09T14:00:00,2019-02-09T09:30:00,2019-02-09T14:00:00,49949a77-73fe-1580-1697-5adc1c8f6459,,completed,Puntual,Puntual,false,,
f343d7a2-f3f9-f3d6-f645-895b15282091,101,2019-02-09,2,2019-02-09T14:00:00,2019-02-09T18:00:00,2019-02-09T14:00:00,2019-02-09T18:00:00,136b73c5-f912-b317-f8f1-ab61881a4e92,,completed,Puntual,Puntual,false,,
3b0294d5-7669-76c5-6944-a45ad681fa8f,102,2019-02-11,1,2019-02-11T09:00:00,2019-02-11T12:30:00,2019-02-11T09:00:00,2019-02-11T12:30:00,dee9e329-c74b-67ee-6ae0-ed82176b81e7,,completed,Puntual,Puntual,false,,
259f2acf-9aa5-bc02-2456-be50d2448077,103,2019-02-11,2,2019-02-11T12:30:00,2019-02-11T16:00:00,2019-02-11T12:30:00,2019-02-11T16:00:00,49949a77-73fe-1580-1697-5adc1c8f6459,,completed,Puntual,Puntual,false,,
8a9ef7af-eb5a-7f6b-212e-65b17c2d8c0c,104,2019-02-11,3,2019-02-11T16:00:00,2019-02-11T19:30:00,2019-02-11T16:00:00,2019-02-11T19:30:00,b6be7f73-258e-aa7c-349e-244980f88494,,completed,Puntual,Puntual,false,,
